Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Condition_1,Condition_2,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg_Type_2fmCon,Bldg_Type_Duplex,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Gr_Liv_Area_scaled,SalePrice_scaled,price_per_sqft,quality_area,SalePrice_log,house_age,age_group
1540,909425085,50,RL,70.0,12392,Pave,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,0.0,397.0,832.0,GasA,Ex,Y,SBrkr,1218,943,0,2161,1.0,0.0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1994.0,Fin,2.0,506.0,TA,TA,Y,0,96,0,0,0,0,,,,0,4,2008,WD ,Normal,263400.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3084288982076664,1.0970487458618157,121.83163737280296,15127,12.481432864791325,75,Old
1541,909428170,20,RL,56.0,26073,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,3,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,,MnPrv,,0,4,2008,WD ,Normal,236500.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7880722861746357,0.7433880808881228,124.53923117430226,9490,12.373707715234994,69,Old
1542,909428190,20,RL,68.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,PosN,Norm,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,4,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,1296.0,GasA,Ex,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,TA,Y,108,0,0,216,0,0,,,,0,11,2008,WD ,Normal,224000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2776083853969857,0.5790476231865926,136.5021328458257,9840,12.319405795112926,71,Old
1543,909451020,160,RM,24.0,1879,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,213,0,0,0,0,0,,GdPrv,,0,12,2008,WD ,Normal,116500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9253453032573211,-0.8342803130465668,112.7783155856728,6192,11.665655135642039,45,Old
1544,909451150,160,RM,24.0,1950,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,716.0,GasA,TA,Y,SBrkr,716,840,0,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2.0,452.0,TA,TA,Y,161,0,0,0,0,0,,GdPrv,,0,7,2008,COD,Normal,151000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11141083630658805,-0.38070064979034357,96.98137443802183,9336,11.92504173829169,45,Old
1545,910200080,30,RM,50.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,Gd,BrkTil,TA,TA,No,Rec,299.0,GLQ,40.0,555.0,894.0,GasA,TA,Y,SBrkr,919,0,0,919,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,195.0,TA,TA,P,0,0,116,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,126000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1489205776289275,-0.7093815651934039,136.95652173913044,5514,11.744045122410057,99,Old
1546,910201130,50,RM,60.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,Gd,Y,SBrkr,760,330,0,1090,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,120000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8105898526949037,-0.7882649848901384,109.99083409715857,6540,11.695255355062795,85,Old
1547,910202050,30,RM,40.0,3636,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Fa,N,SBrkr,796,0,0,796,0.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,N,0,0,100,0,0,0,,MnPrv,,0,1,2008,WD ,Normal,55000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.3922812745112956,-1.6428353649380953,69.00878293601004,3184,10.915106645867503,103,
1548,910202100,30,RM,68.0,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0,0,96,0,0,0,,,,0,6,2008,WD ,Normal,120500.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.3527104294897723,-0.7816913665820772,147.4908200734394,4896,11.699413330633599,95,Old
1549,910203020,30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,Y,SBrkr,778,0,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,,,,0,2,2008,WD ,Normal,120500.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.4278950350306665,-0.7816913665820772,154.6854942233633,3890,11.699413330633599,85,Old
1550,910203090,50,RM,58.0,8155,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,Y,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,Y,0,0,96,0,0,0,,,,0,7,2008,WD ,Normal,119000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5929502050765258,-0.8014122215062608,99.08409658617819,6000,11.686887175419702,95,Old
1551,910205010,80,RM,75.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,2,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,367.0,624.0,GasA,Ex,Y,SBrkr,1092,564,0,1656,0.0,0.0,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,180,0,0,100,0,,MnPrv,,0,7,2008,WD ,Normal,126000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3092650614142043,-0.7093815651934039,76.04103802051901,8280,11.744045122410057,58,Old
1552,910206110,30,RM,60.0,7392,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,TA,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0,90,0,0,0,0,,,,0,5,2008,WD ,Normal,99500.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1627703733864607,-1.0577833355206478,108.98138006571742,4560,11.507922973347437,95,Old
1553,910226040,50,RM,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,3,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2008,WD ,Normal,165500.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9008491944859769,-0.1900657188565686,84.61145194274029,9775,12.016732516077072,67,Old
1554,910251050,20,A (agr),80.0,14584,Pave,Reg,Low,AllPub,Inside,Mod,Norm,Norm,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,2,Po,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Po,N,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,Fa,4,Sal,0,,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0,0,0,0,0,0,,,,0,2,2008,WD ,Abnorml,13100.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.5169294363290937,-2.1937045791536245,17.847411444141688,733,9.48044384215367,73,Old
1555,911102090,70,C (all),60.0,5280,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,,,,0,7,2008,WD ,Normal,89000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.27440490265326367,-1.1958293199899332,65.34508076358297,5444,11.39640288460621,130,
1556,911102170,70,C (all),50.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,40000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3614607617006148,-1.8400439141799314,30.349013657056144,5268,10.596659732783579,105,
1557,911102180,50,C (all),52.0,5150,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,3,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,356.0,356.0,GasA,TA,N,FuseA,671,378,0,1049,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,N,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,80900.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8917100849890264,-1.3023219365805248,77.04761904761905,4196,11.300981463909618,115,
1558,911226010,30,C (all),120.0,18000,Grvl,Reg,Low,AllPub,Inside,Gtl,Norm,Norm,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1994.0,RFn,3.0,1248.0,TA,TA,Y,0,20,0,0,0,0,,,Shed,560,8,2008,ConLD,Normal,81000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1983841339058316,-1.3010072129189125,90.50279329608938,2682,11.302216779257382,90,Old
1559,911226030,70,C (all),60.0,9000,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,GasA,Ex,Y,SBrkr,432,432,0,864,0.0,0.0,1,1,3,1,Fa,5,Min2,0,,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,N,0,30,160,0,0,0,,,,0,6,2008,WD ,Normal,65000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2577404014381164,-1.511362998776871,75.14450867052022,3456,11.082157933374816,105,
1560,911370410,120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,Ex,Y,SBrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,162,53,0,153,0,0,,,,0,11,2008,New,Partial,392500.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.30135089240989965,2.7943569930032193,237.44706594071386,13216,12.880294363972055,17,Mid
1561,911370490,120,RM,44.0,3843,Pave,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,162,53,0,153,0,0,,,,0,8,2008,New,Partial,294464.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.293436723405595,1.5054545041050424,178.5712553062462,13184,12.592915429510244,18,Mid
1562,911370520,120,RM,44.0,3811,Pave,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,128,53,0,0,155,0,,,,0,7,2008,WD ,Normal,250000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2894796389034427,0.9208757752057753,151.79113539769278,11522,12.429220196836383,21,Mid
1563,911370540,120,RM,44.0,3842,Pave,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,128,53,0,0,155,0,,,,0,1,2008,WD ,Normal,275000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2894796389034427,1.2495566906088358,166.97024893746206,13168,12.524530013005734,21,Mid
1564,914453045,20,RL,68.0,23730,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,4,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,0,,,,0,9,2008,WD ,Normal,300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0531969478188414,1.578237606011896,147.56517461878997,14224,12.611541086966115,29,Mid
1565,914465060,20,RL,68.0,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,4,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150,59,0,0,0,0,,,,0,7,2008,WD ,Normal,271000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37455695569971764,1.196967744144346,160.3550295857988,13512,12.509877789891931,23,Mid
1566,914467050,60,RL,68.0,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,910.0,GasA,Ex,Y,SBrkr,910,910,0,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,0,0,,,,0,9,2008,WD ,Normal,213000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6337459905906949,0.43442802040924605,116.9686985172982,12740,12.269052139516223,29,Mid
1567,914475020,80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574.0,1096.0,GasA,TA,Y,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1.0,358.0,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,,0,7,2008,WD ,Normal,171000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.7551906696647711,-0.11775591746789532,152.81501340482575,6708,12.049424683420915,48,Old
1568,914476010,20,RL,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,279.0,276.0,1196.0,GasA,TA,Y,SBrkr,1279,0,0,1279,0.0,1.0,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,238,83,0,0,0,0,,MnPrv,,0,2,2008,WD ,Normal,171500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.436645367241509,-0.1111822991598341,133.984375,7674,12.052344376474922,48,Old
1569,914476080,90,RL,76.0,10260,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Abnorml,100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7366301876466554,-1.0512097172125867,53.39028296849973,9360,11.51293546492023,49,Old
1570,914476450,20,RL,74.0,9990,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,PConc,Gd,TA,No,ALQ,1383.0,Unf,0.0,297.0,1680.0,GasA,Gd,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2.0,432.0,TA,TA,Y,428,120,0,0,0,0,,,,0,7,2008,WD ,Normal,228500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37455695569971764,0.6382101879591434,135.20710059171597,6756,12.339295865674435,34,Old
1571,916125425,190,RL,68.0,164660,Grvl,IR1,HLS,AllPub,Corner,Sev,Norm,Norm,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,TA,CBlock,TA,TA,Gd,ALQ,1249.0,BLQ,147.0,103.0,1499.0,GasA,Ex,Y,SBrkr,1619,167,0,1786,2.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2.0,529.0,TA,TA,Y,670,0,0,0,0,0,,,Shed,700,8,2008,WD ,Normal,228950.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.5664755540541054,0.6441264444363985,128.11975377728035,8930,12.34126328584159,60,Old
1572,916226030,120,RL,42.0,4084,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,TA,CBlock,Gd,TA,Av,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,Gd,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,Fin,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,,,,0,7,2008,WD ,Normal,241500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0025910124973991043,0.8091242639687348,160.7856191744341,10507,12.394628892852941,39,Old
1573,916325080,20,RL,68.0,15498,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.0,4,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,400.0,0.0,1565.0,GasA,TA,Y,SBrkr,2898,0,0,2898,1.0,0.0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2.0,665.0,TA,TA,Y,0,72,174,0,0,0,,,,0,5,2008,COD,Abnorml,287000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.766614537250798,1.4073235300023046,98.99965505346671,23184,12.567240979056246,49,Old
1574,916380060,20,RL,74.0,11563,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,4,TA,PConc,Ex,TA,Gd,GLQ,1036.0,Unf,0.0,482.0,1518.0,GasA,Ex,Y,SBrkr,1537,0,0,1537,1.0,0.0,2,0,3,1,Gd,8,Typ,0,,Attchd,2007.0,Fin,3.0,788.0,TA,TA,Y,0,26,0,0,0,0,,,,0,4,2008,WD ,Normal,294000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.07381853353614096,1.4993541863151616,191.15734720416125,12296,12.591338447675579,19,Mid
